multiplier,generation,strategy,share
Constant(1),132,ContriteTfT,0.15135897585331257
Constant(1),132,Pavlov,0.12675071026968898
Constant(1),133,AllC,0.12657420186811139
Constant(1),133,AllD,2.2655246463579773e-29
Constant(1),133,Random,6.738842596170645e-15
Constant(1),133,TfT,0.15135897585334673
Constant(1),133,SuspiciousTfT,9.943453073851253e-13
Constant(1),133,TFT2,0.15682563606723146
Constant(1),133,Grim,0.12466620197805142
Constant(1),133,GenerousTfT,0.1624652981092189
Constant(1),133,ContriteTfT,0.1513589758533467
Constant(1),133,Pavlov,0.12675071026969237
Constant(1),134,AllC,0.12657420186815507
Constant(1),134,AllD,1.3941311196330884e-29
Constant(1),134,Random,5.3485603536395354e-15
Constant(1),134,TfT,0.1513589758533749
Constant(1),134,SuspiciousTfT,8.210253945286975e-13
Constant(1),134,TFT2,0.15682563606728575
Constant(1),134,Grim,0.12466620197801342
Constant(1),134,GenerousTfT,0.1624652981092744
Constant(1),134,ContriteTfT,0.1513589758533749
Constant(1),134,Pavlov,0.12675071026969514
Constant(1),135,AllC,0.12657420186819116
Constant(1),135,AllD,8.579035244017357e-30
Constant(1),135,Random,4.2451055130418746e-15
Constant(1),135,TfT,0.1513589758533982
Constant(1),135,SuspiciousTfT,6.779161056572334e-13
Constant(1),135,TFT2,0.15682563606733058
Constant(1),135,Grim,0.12466620197798209
Constant(1),135,GenerousTfT,0.16246529810932026
Constant(1),135,ContriteTfT,0.1513589758533982
Constant(1),135,Pavlov,0.12675071026969745
Constant(1),136,AllC,0.12657420186822094
Constant(1),136,AllD,5.2792628097610476e-30
Constant(1),136,Random,3.3693030694878853e-15
Constant(1),136,TfT,0.1513589758534174
Constant(1),136,SuspiciousTfT,5.597515611235365e-13
Constant(1),136,TFT2,0.15682563606736757
Constant(1),136,Grim,0.12466620197795619
Constant(1),136,GenerousTfT,0.1624652981093581
Constant(1),136,ContriteTfT,0.15135897585341737
Constant(1),136,Pavlov,0.12675071026969933
Constant(1),137,AllC,0.12657420186824556
Constant(1),137,AllD,3.248688811945702e-30
Constant(1),137,Random,2.6741863398175345e-15
Constant(1),137,TfT,0.15135897585343325
Constant(1),137,SuspiciousTfT,4.621837533664942e-13
Constant(1),137,TFT2,0.15682563606739816
Constant(1),137,Grim,0.1246662019779348
Constant(1),137,GenerousTfT,0.16246529810938934
Constant(1),137,ContriteTfT,0.15135897585343325
Constant(1),137,Pavlov,0.12675071026970092
Constant(1),138,AllC,0.12657420186826585
Constant(1),138,AllD,1.9991387769799562e-30
Constant(1),138,Random,2.1224782789141488e-15
Constant(1),138,TfT,0.15135897585344632
Constant(1),138,SuspiciousTfT,3.816225567056662e-13
Constant(1),138,TFT2,0.15682563606742336
Constant(1),138,Grim,0.12466620197791714
Constant(1),138,GenerousTfT,0.16246529810941515
Constant(1),138,ContriteTfT,0.15135897585344632
Constant(1),138,Pavlov,0.1267507102697022
Constant(1),139,AllC,0.1265742018682826
Constant(1),139,AllD,1.2302058094728356e-30
Constant(1),139,Random,1.6845924225197418e-15
Constant(1),139,TfT,0.15135897585345714
Constant(1),139,SuspiciousTfT,3.151036243177772e-13
Constant(1),139,TFT2,0.15682563606744418
Constant(1),139,Grim,0.12466620197790253
Constant(1),139,GenerousTfT,0.16246529810943644
Constant(1),139,ContriteTfT,0.15135897585345714
Constant(1),139,Pavlov,0.12675071026970325
Constant(1),140,AllC,0.12657420186829646
Constant(1),140,AllD,7.570291522967728e-31
Constant(1),140,Random,1.3370462530541393e-15
Constant(1),140,TfT,0.15135897585346603
Constant(1),140,SuspiciousTfT,2.6017931150433053e-13
Constant(1),140,TFT2,0.15682563606746136
Constant(1),140,Grim,0.12466620197789047
Constant(1),140,GenerousTfT,0.162465298109454
Constant(1),140,ContriteTfT,0.15135897585346605
Constant(1),140,Pavlov,0.12675071026970414
Constant(1),141,AllC,0.1265742018683079
Constant(1),141,AllD,4.658514315362889e-31
Constant(1),141,Random,1.0612019019604596e-15
Constant(1),141,TfT,0.15135897585347335
Constant(1),141,SuspiciousTfT,2.148286116398391e-13
Constant(1),141,TFT2,0.15682563606747557
Constant(1),141,Grim,0.1246662019778805
Constant(1),141,GenerousTfT,0.16246529810946853
Constant(1),141,ContriteTfT,0.1513589758534734
Constant(1),141,Pavlov,0.12675071026970486
Constant(1),142,AllC,0.12657420186831733
Constant(1),142,AllD,2.8667001212040065e-31
Constant(1),142,Random,8.422666561849338e-16
Constant(1),142,TfT,0.15135897585347943
Constant(1),142,SuspiciousTfT,1.7738279078478474e-13
Constant(1),142,TFT2,0.1568256360674873
Constant(1),142,Grim,0.12466620197787229
Constant(1),142,GenerousTfT,0.16246529810948054
Constant(1),142,ContriteTfT,0.15135897585347952
Constant(1),142,Pavlov,0.12675071026970547
Constant(1),143,AllC,0.12657420186832513
Constant(1),143,AllD,1.7640752026477326e-31
Constant(1),143,Random,6.684996689229323e-16
Constant(1),143,TfT,0.15135897585348446
Constant(1),143,SuspiciousTfT,1.464639845988018e-13
Constant(1),143,TFT2,0.156825636067497
Constant(1),143,Grim,0.1246662019778655
Constant(1),143,GenerousTfT,0.16246529810949042
Constant(1),143,ContriteTfT,0.15135897585348448
Constant(1),143,Pavlov,0.12675071026970597
Constant(1),144,AllC,0.12657420186833157
Constant(1),144,AllD,1.0855552339006607e-31
Constant(1),144,Random,5.305823328852634e-16
Constant(1),144,TfT,0.1513589758534886
Constant(1),144,SuspiciousTfT,1.209344981531234e-13
Constant(1),144,TFT2,0.156825636067505
Constant(1),144,Grim,0.12466620197785988
Constant(1),144,GenerousTfT,0.1624652981094986
Constant(1),144,ContriteTfT,0.15135897585348862
Constant(1),144,Pavlov,0.12675071026970636
Constant(1),145,AllC,0.12657420186833687
Constant(1),145,AllD,6.680158329307045e-32
Constant(1),145,Random,4.2111855107354463e-16
Constant(1),145,TfT,0.151358975853492
Constant(1),145,SuspiciousTfT,9.985494306746906e-14
Constant(1),145,TFT2,0.1568256360675116
Constant(1),145,Grim,0.12466620197785525
Constant(1),145,GenerousTfT,0.16246529810950536
Constant(1),145,ContriteTfT,0.15135897585349203
Constant(1),145,Pavlov,0.1267507102697067
Constant(1),146,AllC,0.12657420186834126
Constant(1),146,AllD,4.110754930844372e-32
Constant(1),146,Random,3.342381060709602e-16
Constant(1),146,TfT,0.1513589758534948
Constant(1),146,SuspiciousTfT,8.244967157661354e-14
Constant(1),146,TFT2,0.15682563606751704
Constant(1),146,Grim,0.12466620197785142
Constant(1),146,GenerousTfT,0.1624652981095109
Constant(1),146,ContriteTfT,0.15135897585349486
Constant(1),146,Pavlov,0.12675071026970697
Constant(1),147,AllC,0.1265742018683449
Constant(1),147,AllD,2.5296265849456775e-32
Constant(1),147,Random,2.6528185772180023e-16
Constant(1),147,TfT,0.15135897585349714
Constant(1),147,SuspiciousTfT,6.80782356312429e-14
Constant(1),147,TFT2,0.15682563606752153
Constant(1),147,Grim,0.12466620197784824
Constant(1),147,GenerousTfT,0.16246529810951552
Constant(1),147,ContriteTfT,0.15135897585349717
Constant(1),147,Pavlov,0.1267507102697072
Constant(1),148,AllC,0.1265742018683479
Constant(1),148,AllD,1.556650972124374e-32
Constant(1),148,Random,2.105518872865705e-16
Constant(1),148,TfT,0.15135897585349906
Constant(1),148,SuspiciousTfT,5.621182083613857e-14
Constant(1),148,TFT2,0.15682563606752525
Constant(1),148,Grim,0.12466620197784561
Constant(1),148,GenerousTfT,0.1624652981095193
Constant(1),148,ContriteTfT,0.15135897585349908
Constant(1),148,Pavlov,0.12675071026970738
Constant(1),149,AllC,0.1265742018683504
Constant(1),149,AllD,9.579130229878589e-33
Constant(1),149,Random,1.6711318904599812e-16
Constant(1),149,TfT,0.15135897585350067
Constant(1),149,SuspiciousTfT,4.641378808389774e-14
Constant(1),149,TFT2,0.15682563606752833
Constant(1),149,Grim,0.12466620197784348
Constant(1),149,GenerousTfT,0.16246529810952243
Constant(1),149,ContriteTfT,0.1513589758535007
Constant(1),149,Pavlov,0.12675071026970755
Constant(1),150,AllC,0.12657420186835244
Constant(1),150,AllD,5.894689150243411e-33
Constant(1),150,Random,1.3263627466380245e-16
Constant(1),150,TfT,0.15135897585350194
Constant(1),150,SuspiciousTfT,3.8323606890030116e-14
Constant(1),150,TFT2,0.15682563606753086
Constant(1),150,Grim,0.12466620197784166
Constant(1),150,GenerousTfT,0.16246529810952498
Constant(1),150,ContriteTfT,0.15135897585350197
Constant(1),150,Pavlov,0.1267507102697077
Constant(1),151,AllC,0.12657420186835414
Constant(1),151,AllD,3.627402420066888e-33
Constant(1),151,Random,1.0527224964780813e-16
Constant(1),151,TfT,0.15135897585350302
Constant(1),151,SuspiciousTfT,3.16435892370333e-14
Constant(1),151,TFT2,0.15682563606753297
Constant(1),151,Grim,0.12466620197784019
Constant(1),151,GenerousTfT,0.16246529810952715
Constant(1),151,ContriteTfT,0.15135897585350305
Constant(1),151,Pavlov,0.1267507102697078
Constant(1),152,AllC,0.12657420186835552
Constant(1),152,AllD,2.2321869706333547e-33
Constant(1),152,Random,8.355366263113908e-17
Constant(1),152,TfT,0.1513589758535039
Constant(1),152,SuspiciousTfT,2.612793578316831e-14
Constant(1),152,TFT2,0.1568256360675347
Constant(1),152,Grim,0.12466620197783898
Constant(1),152,GenerousTfT,0.1624652981095289
Constant(1),152,ContriteTfT,0.15135897585350394
Constant(1),152,Pavlov,0.1267507102697079
Constant(1),153,AllC,0.1265742018683567
Constant(1),153,AllD,1.3736161844908957e-33
Constant(1),153,Random,6.631581031500802e-17
Constant(1),153,TfT,0.15135897585350466
Constant(1),153,SuspiciousTfT,2.1573691377918156e-14
Constant(1),153,TFT2,0.15682563606753613
Constant(1),153,Grim,0.12466620197783798
Constant(1),153,GenerousTfT,0.16246529810953034
Constant(1),153,ContriteTfT,0.15135897585350472
Constant(1),153,Pavlov,0.12675071026970797
Constant(1),154,AllC,0.12657420186835763
Constant(1),154,AllD,8.452792920657391e-34
Constant(1),154,Random,5.263427789097475e-17
Constant(1),154,TfT,0.15135897585350527
Constant(1),154,SuspiciousTfT,1.781327708136396e-14
Constant(1),154,TFT2,0.1568256360675373
Constant(1),154,Grim,0.12466620197783713
Constant(1),154,GenerousTfT,0.16246529810953153
Constant(1),154,ContriteTfT,0.15135897585350533
Constant(1),154,Pavlov,0.12675071026970802
Constant(1),155,AllC,0.12657420186835838
Constant(1),155,AllD,5.201577337704218e-34
Constant(1),155,Random,4.177536542107801e-17
Constant(1),155,TfT,0.15135897585350575
Constant(1),155,SuspiciousTfT,1.4708323894084906e-14
Constant(1),155,TFT2,0.15682563606753824
Constant(1),155,Grim,0.12466620197783643
Constant(1),155,GenerousTfT,0.16246529810953253
Constant(1),155,ContriteTfT,0.1513589758535058
Constant(1),155,Pavlov,0.12675071026970805
Constant(1),156,AllC,0.12657420186835905
Constant(1),156,AllD,3.2008836669825696e-34
Constant(1),156,Random,3.3156741689883614e-17
Constant(1),156,TfT,0.15135897585350616
Constant(1),156,SuspiciousTfT,1.2144581302203869e-14
Constant(1),156,TFT2,0.15682563606753908
Constant(1),156,Grim,0.12466620197783589
Constant(1),156,GenerousTfT,0.16246529810953336
Constant(1),156,ContriteTfT,0.15135897585350622
Constant(1),156,Pavlov,0.12675071026970813
Constant(1),157,AllC,0.12657420186835958
Constant(1),157,AllD,1.9697210258297985e-34
Constant(1),157,Random,2.6316215511426086e-17
Constant(1),157,TfT,0.15135897585350647
Constant(1),157,SuspiciousTfT,1.0027713291325795e-14
Constant(1),157,TFT2,0.15682563606753971
Constant(1),157,Grim,0.12466620197783541
Constant(1),157,GenerousTfT,0.16246529810953403
Constant(1),157,ContriteTfT,0.15135897585350658
Constant(1),157,Pavlov,0.12675071026970816
Constant(1),158,AllC,0.12657420186836
Constant(1),158,AllD,1.212103070041728e-34
Constant(1),158,Random,2.0886949789011496e-17
Constant(1),158,TfT,0.15135897585350677
Constant(1),158,SuspiciousTfT,8.279827138609092e-15
Constant(1),158,TFT2,0.15682563606754024
Constant(1),158,Grim,0.12466620197783504
Constant(1),158,GenerousTfT,0.16246529810953458
Constant(1),158,ContriteTfT,0.15135897585350686
Constant(1),158,Pavlov,0.1267507102697082
Constant(1),159,AllC,0.12657420186836035
Constant(1),159,AllD,7.458893077437934e-35
Constant(1),159,Random,1.6577789131543942e-17
Constant(1),159,TfT,0.15135897585350702
Constant(1),159,SuspiciousTfT,6.836607255669129e-15
Constant(1),159,TFT2,0.15682563606754069
Constant(1),159,Grim,0.12466620197783472
Constant(1),159,GenerousTfT,0.16246529810953503
Constant(1),159,ContriteTfT,0.15135897585350708
Constant(1),159,Pavlov,0.12675071026970822
Constant(1),160,AllC,0.1265742018683607
Constant(1),160,AllD,4.58996328907378e-35
Constant(1),160,Random,1.3157646054883485e-17
Constant(1),160,TfT,0.15135897585350724
Constant(1),160,SuspiciousTfT,5.6449486185915005e-15
Constant(1),160,TFT2,0.1568256360675411
Constant(1),160,Grim,0.12466620197783448
Constant(1),160,GenerousTfT,0.16246529810953542
Constant(1),160,ContriteTfT,0.1513589758535073
Constant(1),160,Pavlov,0.12675071026970827
Constant(1),161,AllC,0.1265742018683609
Constant(1),161,AllD,2.824516020851929e-35
Constant(1),161,Random,1.0443108446600646e-17
Constant(1),161,TfT,0.15135897585350738
Constant(1),161,SuspiciousTfT,4.661002704245484e-15
Constant(1),161,TFT2,0.15682563606754138
Constant(1),161,Grim,0.12466620197783425
Constant(1),161,GenerousTfT,0.1624652981095357
Constant(1),161,ContriteTfT,0.15135897585350744
Constant(1),161,Pavlov,0.12675071026970827
Constant(1),162,AllC,0.12657420186836113
Constant(1),162,AllD,1.7381164618549915e-35
Constant(1),162,Random,8.288603719278837e-18
Constant(1),162,TfT,0.15135897585350752
Constant(1),162,SuspiciousTfT,3.8485640307571886e-15
Constant(1),162,TFT2,0.15682563606754166
Constant(1),162,Grim,0.12466620197783408
Constant(1),162,GenerousTfT,0.16246529810953597
Constant(1),162,ContriteTfT,0.15135897585350758
Constant(1),162,Pavlov,0.1267507102697083
Constant(1),163,AllC,0.1265742018683613
Constant(1),163,AllD,1.0695810583719428e-35
Constant(1),163,Random,6.578592185127211e-18
Constant(1),163,TfT,0.1513589758535076
Constant(1),163,SuspiciousTfT,3.177737932944555e-15
Constant(1),163,TFT2,0.15682563606754185
Constant(1),163,Grim,0.12466620197783392
Constant(1),163,GenerousTfT,0.1624652981095362
Constant(1),163,ContriteTfT,0.15135897585350766
Constant(1),163,Pavlov,0.1267507102697083
Constant(1),164,AllC,0.12657420186836144
Constant(1),164,AllD,6.58185838253391e-36
Constant(1),164,Random,5.221371005776868e-18
Constant(1),164,TfT,0.1513589758535077
Constant(1),164,SuspiciousTfT,2.6238405518974814e-15
Constant(1),164,TFT2,0.15682563606754202
Constant(1),164,Grim,0.1246662019778338
Constant(1),164,GenerousTfT,0.1624652981095364
Constant(1),164,ContriteTfT,0.15135897585350774
Constant(1),164,Pavlov,0.1267507102697083
Constant(1),165,AllC,0.12657420186836155
Constant(1),165,AllD,4.050264300087038e-36
Constant(1),165,Random,4.144156441495569e-18
Constant(1),165,TfT,0.15135897585350777
Constant(1),165,SuspiciousTfT,2.1664905624871125e-15
Constant(1),165,TFT2,0.15682563606754216
Constant(1),165,Grim,0.12466620197783371
Constant(1),165,GenerousTfT,0.16246529810953655
Constant(1),165,ContriteTfT,0.15135897585350783
Constant(1),165,Pavlov,0.1267507102697083
Constant(1),166,AllC,0.12657420186836166
Constant(1),166,AllD,2.4924025931782544e-36
Constant(1),166,Random,3.289180675456322e-18
Constant(1),166,TfT,0.15135897585350783
Constant(1),166,SuspiciousTfT,1.788859217817713e-15
Constant(1),166,TFT2,0.15682563606754227
Constant(1),166,Grim,0.12466620197783364
Constant(1),166,GenerousTfT,0.1624652981095367
Constant(1),166,ContriteTfT,0.15135897585350788
Constant(1),166,Pavlov,0.1267507102697083
Constant(1),167,AllC,0.1265742018683617
Constant(1),167,AllD,1.5337445228816777e-36
Constant(1),167,Random,2.6105938973411405e-18
Constant(1),167,TfT,0.15135897585350788
Constant(1),167,SuspiciousTfT,1.4770511150982394e-15
Constant(1),167,TFT2,0.15682563606754235
Constant(1),167,Grim,0.12466620197783357
Constant(1),167,GenerousTfT,0.1624652981095368
Constant(1),167,ContriteTfT,0.15135897585350794
Constant(1),167,Pavlov,0.1267507102697083
Constant(1),168,AllC,0.1265742018683618
Constant(1),168,AllD,9.438171296675849e-37
Constant(1),168,Random,2.0720055142271267e-18
Constant(1),168,TfT,0.1513589758535079
Constant(1),168,SuspiciousTfT,1.2195928974636998e-15
Constant(1),168,TFT2,0.15682563606754243
Constant(1),168,Grim,0.1246662019778335
Constant(1),168,GenerousTfT,0.16246529810953692
Constant(1),168,ContriteTfT,0.15135897585350797
Constant(1),168,Pavlov,0.1267507102697083
Constant(1),169,AllC,0.12657420186836185
Constant(1),169,AllD,5.807947549050058e-37
Constant(1),169,Random,1.644532631199438e-18
Constant(1),169,TfT,0.15135897585350797
Constant(1),169,SuspiciousTfT,1.0070110779104453e-15
Constant(1),169,TFT2,0.15682563606754252
Constant(1),169,Grim,0.12466620197783347
Constant(1),169,GenerousTfT,0.162465298109537
Constant(1),169,ContriteTfT,0.15135897585350802
Constant(1),169,Pavlov,0.1267507102697083
Constant(1),170,AllC,0.12657420186836188
Constant(1),170,AllD,3.5740244240319273e-37
Constant(1),170,Random,1.3052511475040836e-18
Constant(1),170,TfT,0.15135897585350797
Constant(1),170,SuspiciousTfT,8.314834508656521e-16
Constant(1),170,TFT2,0.15682563606754255
Constant(1),170,Grim,0.1246662019778334
Constant(1),170,GenerousTfT,0.16246529810953703
Constant(1),170,ContriteTfT,0.15135897585350802
Constant(1),170,Pavlov,0.12675071026970827
Constant(1),171,AllC,0.12657420186836194
Constant(1),171,AllD,2.199339865881881e-37
Constant(1),171,Random,1.0359664051288235e-18
Constant(1),171,TfT,0.151358975853508
Constant(1),171,SuspiciousTfT,6.865512646574258e-16
Constant(1),171,TFT2,0.1568256360675426
Constant(1),171,Grim,0.12466620197783337
Constant(1),171,GenerousTfT,0.16246529810953708
Constant(1),171,ContriteTfT,0.15135897585350805
Constant(1),171,Pavlov,0.12675071026970827
Constant(1),172,AllC,0.12657420186836196
Constant(1),172,AllD,1.3534031309725932e-37
Constant(1),172,Random,8.222374633477808e-19
Constant(1),172,TfT,0.151358975853508
Constant(1),172,SuspiciousTfT,5.66881563922876e-16
Constant(1),172,TFT2,0.15682563606754263
Constant(1),172,Grim,0.12466620197783335
Constant(1),172,GenerousTfT,0.1624652981095371
Constant(1),172,ContriteTfT,0.15135897585350805
Constant(1),172,Pavlov,0.12675071026970824
Constant(1),173,AllC,0.126574201868362
Constant(1),173,AllD,8.328408279872433e-38
Constant(1),173,Random,6.5260267397235e-19
Constant(1),173,TfT,0.151358975853508
Constant(1),173,SuspiciousTfT,4.680709570551803e-16
Constant(1),173,TFT2,0.15682563606754266
Constant(1),173,Grim,0.12466620197783332
Constant(1),173,GenerousTfT,0.16246529810953714
Constant(1),173,ContriteTfT,0.15135897585350805
Constant(1),173,Pavlov,0.12675071026970822
Constant(1),174,AllC,0.12657420186836202
Constant(1),174,AllD,5.125035023851465e-38
Constant(1),174,Random,5.179650272098138e-19
Constant(1),174,TfT,0.15135897585350802
Constant(1),174,SuspiciousTfT,3.8648358807512695e-16
Constant(1),174,TFT2,0.1568256360675427
Constant(1),174,Grim,0.12466620197783333
Constant(1),174,GenerousTfT,0.1624652981095372
Constant(1),174,ContriteTfT,0.1513589758535081
Constant(1),174,Pavlov,0.12675071026970827
Constant(1),175,AllC,0.12657420186836205
Constant(1),175,AllD,3.1537819848700434e-38
Constant(1),175,Random,4.1110430605411546e-19
Constant(1),175,TfT,0.15135897585350805
Constant(1),175,SuspiciousTfT,3.1911735090587e-16
Constant(1),175,TFT2,0.15682563606754274
Constant(1),175,Grim,0.12466620197783333
Constant(1),175,GenerousTfT,0.16246529810953722
Constant(1),175,ContriteTfT,0.15135897585350813
Constant(1),175,Pavlov,0.12675071026970827
Constant(1),176,AllC,0.12657420186836205
Constant(1),176,AllD,1.940736163128921e-38
Constant(1),176,Random,3.262898874980911e-19
Constant(1),176,TfT,0.15135897585350805
Constant(1),176,SuspiciousTfT,2.634934232430711e-16
Constant(1),176,TFT2,0.15682563606754274
Constant(1),176,Grim,0.12466620197783333
Constant(1),176,GenerousTfT,0.16246529810953722
Constant(1),176,ContriteTfT,0.15135897585350813
Constant(1),176,Pavlov,0.12675071026970827
Constant(1),177,AllC,0.12657420186836205
Constant(1),177,AllD,1.194266716261799e-38
Constant(1),177,Random,2.589734262464827e-19
Constant(1),177,TfT,0.15135897585350805
Constant(1),177,SuspiciousTfT,2.175650552853568e-16
Constant(1),177,TFT2,0.15682563606754274
Constant(1),177,Grim,0.12466620197783333
Constant(1),177,GenerousTfT,0.16246529810953722
Constant(1),177,ContriteTfT,0.15135897585350813
Constant(1),177,Pavlov,0.12675071026970827
Constant(1),178,AllC,0.12657420186836205
Constant(1),178,AllD,7.349133883666363e-39
Constant(1),178,Random,2.0554494047025833e-19
Constant(1),178,TfT,0.15135897585350805
Constant(1),178,SuspiciousTfT,1.7964225709593715e-16
Constant(1),178,TFT2,0.15682563606754274
Constant(1),178,Grim,0.12466620197783333
Constant(1),178,GenerousTfT,0.16246529810953722
Constant(1),178,ContriteTfT,0.15135897585350813
Constant(1),178,Pavlov,0.12675071026970827
Constant(1),179,AllC,0.12657420186836207
Constant(1),179,AllD,4.5224210056787174e-39
Constant(1),179,Random,1.6313921920587733e-19
Constant(1),179,TfT,0.15135897585350808
Constant(1),179,SuspiciousTfT,1.4832961337562193e-16
Constant(1),179,TFT2,0.15682563606754277
Constant(1),179,Grim,0.12466620197783335
Constant(1),179,GenerousTfT,0.16246529810953725
Constant(1),179,ContriteTfT,0.15135897585350816
Constant(1),179,Pavlov,0.1267507102697083
Constant(1),180,AllC,0.12657420186836205
Constant(1),180,AllD,2.782952668485172e-39
Constant(1),180,Random,1.2948216960346101e-19
Constant(1),180,TfT,0.15135897585350805
Constant(1),180,SuspiciousTfT,1.2247493746647582e-16
Constant(1),180,TFT2,0.15682563606754274
Constant(1),180,Grim,0.12466620197783333
Constant(1),180,GenerousTfT,0.16246529810953722
Constant(1),180,ContriteTfT,0.15135897585350816
Constant(1),180,Pavlov,0.12675071026970833
Constant(1),181,AllC,0.12657420186836205
Constant(1),181,AllD,1.7125397094396366e-39
Constant(1),181,Random,1.0276886408326909e-19
Constant(1),181,TfT,0.15135897585350805
Constant(1),181,SuspiciousTfT,1.0112687524797691e-16
Constant(1),181,TFT2,0.15682563606754274
Constant(1),181,Grim,0.12466620197783333
Constant(1),181,GenerousTfT,0.16246529810953722
Constant(1),181,ContriteTfT,0.15135897585350816
Constant(1),181,Pavlov,0.12675071026970833
Constant(1),182,AllC,0.12657420186836205
Constant(1),182,AllD,1.0538419462246851e-39
Constant(1),182,Random,8.156674743178793e-20
Constant(1),182,TfT,0.15135897585350805
Constant(1),182,SuspiciousTfT,8.349989890967813e-17
Constant(1),182,TFT2,0.15682563606754274
Constant(1),182,Grim,0.12466620197783333
Constant(1),182,GenerousTfT,0.16246529810953722
Constant(1),182,ContriteTfT,0.15135897585350816
Constant(1),182,Pavlov,0.12675071026970833
Constant(1),183,AllC,0.12657420186836207
Constant(1),183,AllD,6.485004940329402e-40
Constant(1),183,Random,6.473881312155345e-20
Constant(1),183,TfT,0.15135897585350808
Constant(1),183,SuspiciousTfT,6.894540250383096e-17
Constant(1),183,TFT2,0.15682563606754277
Constant(1),183,Grim,0.12466620197783336
Constant(1),183,GenerousTfT,0.16246529810953725
Constant(1),183,ContriteTfT,0.1513589758535082
Constant(1),183,Pavlov,0.12675071026970836
Constant(1),184,AllC,0.12657420186836205
Constant(1),184,AllD,3.990663801792753e-40
Constant(1),184,Random,5.138262902897208e-20
Constant(1),184,TfT,0.15135897585350805
Constant(1),184,SuspiciousTfT,5.692783570381431e-17
Constant(1),184,TFT2,0.15682563606754274
Constant(1),184,Grim,0.12466620197783333
Constant(1),184,GenerousTfT,0.16246529810953722
Constant(1),184,ContriteTfT,0.1513589758535082
Constant(1),184,Pavlov,0.12675071026970836
Constant(1),185,AllC,0.12657420186836205
Constant(1),185,AllD,2.4557263603456964e-40
Constant(1),185,Random,4.078194268053352e-20
Constant(1),185,TfT,0.15135897585350805
Constant(1),185,SuspiciousTfT,4.700499758109906e-17
Constant(1),185,TFT2,0.15682563606754274
Constant(1),185,Grim,0.12466620197783333
Constant(1),185,GenerousTfT,0.16246529810953722
Constant(1),185,ContriteTfT,0.1513589758535082
Constant(1),185,Pavlov,0.12675071026970836
Constant(1),186,AllC,0.12657420186836205
Constant(1),186,AllD,1.511175146898508e-40
Constant(1),186,Random,3.2368270760543323e-20
Constant(1),186,TfT,0.15135897585350805
Constant(1),186,SuspiciousTfT,3.881176528639905e-17
Constant(1),186,TFT2,0.15682563606754274
Constant(1),186,Grim,0.12466620197783333
Constant(1),186,GenerousTfT,0.16246529810953722
Constant(1),186,ContriteTfT,0.1513589758535082
Constant(1),186,Pavlov,0.12675071026970836
Constant(1),187,AllC,0.12657420186836205
Constant(1),187,AllD,9.299286604075279e-41
Constant(1),187,Random,2.5690413039787477e-20
Constant(1),187,TfT,0.15135897585350805
Constant(1),187,SuspiciousTfT,3.204665891212049e-17
Constant(1),187,TFT2,0.15682563606754274
Constant(1),187,Grim,0.12466620197783333
Constant(1),187,GenerousTfT,0.16246529810953722
Constant(1),187,ContriteTfT,0.1513589758535082
Constant(1),187,Pavlov,0.12675071026970836
Constant(1),188,AllC,0.12657420186836205
Constant(1),188,AllD,5.722482368917743e-41
Constant(1),188,Random,2.0390255847693112e-20
Constant(1),188,TfT,0.15135897585350805
Constant(1),188,SuspiciousTfT,2.6460748173948246e-17
Constant(1),188,TFT2,0.15682563606754274
Constant(1),188,Grim,0.12466620197783333
Constant(1),188,GenerousTfT,0.16246529810953722
Constant(1),188,ContriteTfT,0.1513589758535082
Constant(1),188,Pavlov,0.12675071026970836
Constant(1),189,AllC,0.12657420186836205
Constant(1),189,AllD,3.5214318965310313e-41
Constant(1),189,Random,1.6183567500081833e-20
Constant(1),189,TfT,0.15135897585350805
Constant(1),189,SuspiciousTfT,2.1848492719479442e-17
Constant(1),189,TFT2,0.15682563606754274
Constant(1),189,Grim,0.12466620197783333
Constant(1),189,GenerousTfT,0.16246529810953722
Constant(1),189,ContriteTfT,0.1513589758535082
Constant(1),189,Pavlov,0.12675071026970836
Constant(1),190,AllC,0.12657420186836205
Constant(1),190,AllD,2.1669761132442526e-41
Constant(1),190,Random,1.2844755798360244e-20
Constant(1),190,TfT,0.15135897585350805
Constant(1),190,SuspiciousTfT,1.8040179021964482e-17
Constant(1),190,TFT2,0.15682563606754274
Constant(1),190,Grim,0.12466620197783333
Constant(1),190,GenerousTfT,0.16246529810953722
Constant(1),190,ContriteTfT,0.1513589758535082
Constant(1),190,Pavlov,0.12675071026970836
Constant(1),191,AllC,0.12657420186836205
Constant(1),191,AllD,1.3334875168243335e-41
Constant(1),191,Random,1.0194770190112584e-20
Constant(1),191,TfT,0.15135897585350805
Constant(1),191,SuspiciousTfT,1.4895675565498756e-17
Constant(1),191,TFT2,0.15682563606754274
Constant(1),191,Grim,0.12466620197783333
Constant(1),191,GenerousTfT,0.16246529810953722
Constant(1),191,ContriteTfT,0.1513589758535082
Constant(1),191,Pavlov,0.12675071026970836
Constant(1),192,AllC,0.12657420186836205
Constant(1),192,AllD,8.205853985460601e-42
Constant(1),192,Random,8.09149981990909e-21
Constant(1),192,TfT,0.15135897585350805
Constant(1),192,SuspiciousTfT,1.2299276536139107e-17
Constant(1),192,TFT2,0.15682563606754274
Constant(1),192,Grim,0.12466620197783333
