multiplier_name,strat_a,strat_b,repetition,total_a,total_b,coop_rate_a,coop_rate_b,rounds
Constant(1),ContriteTfT,TfT,39,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,SuspiciousTfT,39,500.0,500.0,0.5,0.5,200
Constant(1),ContriteTfT,TFT2,39,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Grim,39,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,GenerousTfT,39,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,ContriteTfT,39,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Pavlov,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllC,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllD,39,100.0,600.0,0.5,0.0,200
Constant(1),Pavlov,Random,39,418.0,458.0,0.485,0.445,200
Constant(1),Pavlov,TfT,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,SuspiciousTfT,39,401.0,401.0,0.335,0.335,200
Constant(1),Pavlov,TFT2,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Grim,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,GenerousTfT,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,ContriteTfT,39,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Pavlov,39,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllD,40,0.0,1000.0,1.0,0.0,200
Constant(1),AllC,Random,40,267.0,822.0,1.0,0.445,200
Constant(1),AllC,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,SuspiciousTfT,40,597.0,602.0,1.0,0.995,200
Constant(1),AllC,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),AllD,AllC,40,1000.0,0.0,0.0,1.0,200
Constant(1),AllD,AllD,40,200.0,200.0,0.0,0.0,200
Constant(1),AllD,Random,40,556.0,111.0,0.0,0.445,200
Constant(1),AllD,TfT,40,204.0,199.0,0.0,0.005,200
Constant(1),AllD,SuspiciousTfT,40,200.0,200.0,0.0,0.0,200
Constant(1),AllD,TFT2,40,208.0,198.0,0.0,0.01,200
Constant(1),AllD,Grim,40,204.0,199.0,0.0,0.005,200
Constant(1),AllD,GenerousTfT,40,288.0,178.0,0.0,0.11,200
Constant(1),AllD,ContriteTfT,40,204.0,199.0,0.0,0.005,200
Constant(1),AllD,Pavlov,40,600.0,100.0,0.0,0.5,200
Constant(1),Random,AllC,40,822.0,267.0,0.445,1.0,200
Constant(1),Random,AllD,40,111.0,556.0,0.445,0.0,200
Constant(1),Random,Random,40,378.0,378.0,0.445,0.445,200
Constant(1),Random,TfT,40,427.0,422.0,0.445,0.45,200
Constant(1),Random,SuspiciousTfT,40,423.0,423.0,0.445,0.445,200
Constant(1),Random,TFT2,40,588.0,353.0,0.445,0.68,200
Constant(1),Random,Grim,40,115.0,555.0,0.445,0.005,200
Constant(1),Random,GenerousTfT,40,482.0,402.0,0.445,0.525,200
Constant(1),Random,ContriteTfT,40,427.0,422.0,0.445,0.45,200
Constant(1),Random,Pavlov,40,458.0,418.0,0.445,0.485,200
Constant(1),TfT,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,AllD,40,199.0,204.0,0.005,0.0,200
Constant(1),TfT,Random,40,422.0,427.0,0.45,0.445,200
Constant(1),TfT,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,SuspiciousTfT,40,500.0,500.0,0.5,0.5,200
Constant(1),TfT,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),SuspiciousTfT,AllC,40,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,AllD,40,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,Random,40,423.0,423.0,0.445,0.445,200
Constant(1),SuspiciousTfT,TfT,40,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,SuspiciousTfT,40,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,TFT2,40,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,Grim,40,203.0,203.0,0.005,0.005,200
Constant(1),SuspiciousTfT,GenerousTfT,40,599.0,594.0,0.98,0.985,200
Constant(1),SuspiciousTfT,ContriteTfT,40,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,Pavlov,40,401.0,401.0,0.335,0.335,200
Constant(1),TFT2,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,AllD,40,198.0,208.0,0.01,0.0,200
Constant(1),TFT2,Random,40,353.0,588.0,0.68,0.445,200
Constant(1),TFT2,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,SuspiciousTfT,40,597.0,602.0,1.0,0.995,200
Constant(1),TFT2,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllD,40,199.0,204.0,0.005,0.0,200
Constant(1),Grim,Random,40,555.0,115.0,0.005,0.445,200
Constant(1),Grim,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,SuspiciousTfT,40,203.0,203.0,0.005,0.005,200
Constant(1),Grim,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllD,40,178.0,288.0,0.11,0.0,200
Constant(1),GenerousTfT,Random,40,402.0,482.0,0.525,0.445,200
Constant(1),GenerousTfT,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,SuspiciousTfT,40,594.0,599.0,0.985,0.98,200
Constant(1),GenerousTfT,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllD,40,199.0,204.0,0.005,0.0,200
Constant(1),ContriteTfT,Random,40,422.0,427.0,0.45,0.445,200
Constant(1),ContriteTfT,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,SuspiciousTfT,40,500.0,500.0,0.5,0.5,200
Constant(1),ContriteTfT,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllC,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllD,40,100.0,600.0,0.5,0.0,200
Constant(1),Pavlov,Random,40,418.0,458.0,0.485,0.445,200
Constant(1),Pavlov,TfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,SuspiciousTfT,40,401.0,401.0,0.335,0.335,200
Constant(1),Pavlov,TFT2,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Grim,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,GenerousTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,ContriteTfT,40,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Pavlov,40,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllD,41,0.0,1000.0,1.0,0.0,200
Constant(1),AllC,Random,41,267.0,822.0,1.0,0.445,200
Constant(1),AllC,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,SuspiciousTfT,41,597.0,602.0,1.0,0.995,200
Constant(1),AllC,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),AllD,AllC,41,1000.0,0.0,0.0,1.0,200
Constant(1),AllD,AllD,41,200.0,200.0,0.0,0.0,200
Constant(1),AllD,Random,41,556.0,111.0,0.0,0.445,200
Constant(1),AllD,TfT,41,204.0,199.0,0.0,0.005,200
Constant(1),AllD,SuspiciousTfT,41,200.0,200.0,0.0,0.0,200
Constant(1),AllD,TFT2,41,208.0,198.0,0.0,0.01,200
Constant(1),AllD,Grim,41,204.0,199.0,0.0,0.005,200
Constant(1),AllD,GenerousTfT,41,288.0,178.0,0.0,0.11,200
Constant(1),AllD,ContriteTfT,41,204.0,199.0,0.0,0.005,200
Constant(1),AllD,Pavlov,41,600.0,100.0,0.0,0.5,200
Constant(1),Random,AllC,41,822.0,267.0,0.445,1.0,200
Constant(1),Random,AllD,41,111.0,556.0,0.445,0.0,200
Constant(1),Random,Random,41,378.0,378.0,0.445,0.445,200
Constant(1),Random,TfT,41,427.0,422.0,0.445,0.45,200
Constant(1),Random,SuspiciousTfT,41,423.0,423.0,0.445,0.445,200
Constant(1),Random,TFT2,41,588.0,353.0,0.445,0.68,200
Constant(1),Random,Grim,41,115.0,555.0,0.445,0.005,200
Constant(1),Random,GenerousTfT,41,482.0,402.0,0.445,0.525,200
Constant(1),Random,ContriteTfT,41,427.0,422.0,0.445,0.45,200
Constant(1),Random,Pavlov,41,458.0,418.0,0.445,0.485,200
Constant(1),TfT,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,AllD,41,199.0,204.0,0.005,0.0,200
Constant(1),TfT,Random,41,422.0,427.0,0.45,0.445,200
Constant(1),TfT,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,SuspiciousTfT,41,500.0,500.0,0.5,0.5,200
Constant(1),TfT,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),SuspiciousTfT,AllC,41,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,AllD,41,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,Random,41,423.0,423.0,0.445,0.445,200
Constant(1),SuspiciousTfT,TfT,41,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,SuspiciousTfT,41,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,TFT2,41,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,Grim,41,203.0,203.0,0.005,0.005,200
Constant(1),SuspiciousTfT,GenerousTfT,41,599.0,594.0,0.98,0.985,200
Constant(1),SuspiciousTfT,ContriteTfT,41,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,Pavlov,41,401.0,401.0,0.335,0.335,200
Constant(1),TFT2,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,AllD,41,198.0,208.0,0.01,0.0,200
Constant(1),TFT2,Random,41,353.0,588.0,0.68,0.445,200
Constant(1),TFT2,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,SuspiciousTfT,41,597.0,602.0,1.0,0.995,200
Constant(1),TFT2,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllD,41,199.0,204.0,0.005,0.0,200
Constant(1),Grim,Random,41,555.0,115.0,0.005,0.445,200
Constant(1),Grim,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,SuspiciousTfT,41,203.0,203.0,0.005,0.005,200
Constant(1),Grim,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllD,41,178.0,288.0,0.11,0.0,200
Constant(1),GenerousTfT,Random,41,402.0,482.0,0.525,0.445,200
Constant(1),GenerousTfT,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,SuspiciousTfT,41,594.0,599.0,0.985,0.98,200
Constant(1),GenerousTfT,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllD,41,199.0,204.0,0.005,0.0,200
Constant(1),ContriteTfT,Random,41,422.0,427.0,0.45,0.445,200
Constant(1),ContriteTfT,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,SuspiciousTfT,41,500.0,500.0,0.5,0.5,200
Constant(1),ContriteTfT,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllC,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllD,41,100.0,600.0,0.5,0.0,200
Constant(1),Pavlov,Random,41,418.0,458.0,0.485,0.445,200
Constant(1),Pavlov,TfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,SuspiciousTfT,41,401.0,401.0,0.335,0.335,200
Constant(1),Pavlov,TFT2,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Grim,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,GenerousTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,ContriteTfT,41,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Pavlov,41,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllD,42,0.0,1000.0,1.0,0.0,200
Constant(1),AllC,Random,42,267.0,822.0,1.0,0.445,200
Constant(1),AllC,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,SuspiciousTfT,42,597.0,602.0,1.0,0.995,200
Constant(1),AllC,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),AllD,AllC,42,1000.0,0.0,0.0,1.0,200
Constant(1),AllD,AllD,42,200.0,200.0,0.0,0.0,200
Constant(1),AllD,Random,42,556.0,111.0,0.0,0.445,200
Constant(1),AllD,TfT,42,204.0,199.0,0.0,0.005,200
Constant(1),AllD,SuspiciousTfT,42,200.0,200.0,0.0,0.0,200
Constant(1),AllD,TFT2,42,208.0,198.0,0.0,0.01,200
Constant(1),AllD,Grim,42,204.0,199.0,0.0,0.005,200
Constant(1),AllD,GenerousTfT,42,288.0,178.0,0.0,0.11,200
Constant(1),AllD,ContriteTfT,42,204.0,199.0,0.0,0.005,200
Constant(1),AllD,Pavlov,42,600.0,100.0,0.0,0.5,200
Constant(1),Random,AllC,42,822.0,267.0,0.445,1.0,200
Constant(1),Random,AllD,42,111.0,556.0,0.445,0.0,200
Constant(1),Random,Random,42,378.0,378.0,0.445,0.445,200
Constant(1),Random,TfT,42,427.0,422.0,0.445,0.45,200
Constant(1),Random,SuspiciousTfT,42,423.0,423.0,0.445,0.445,200
Constant(1),Random,TFT2,42,588.0,353.0,0.445,0.68,200
Constant(1),Random,Grim,42,115.0,555.0,0.445,0.005,200
Constant(1),Random,GenerousTfT,42,482.0,402.0,0.445,0.525,200
Constant(1),Random,ContriteTfT,42,427.0,422.0,0.445,0.45,200
Constant(1),Random,Pavlov,42,458.0,418.0,0.445,0.485,200
Constant(1),TfT,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,AllD,42,199.0,204.0,0.005,0.0,200
Constant(1),TfT,Random,42,422.0,427.0,0.45,0.445,200
Constant(1),TfT,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,SuspiciousTfT,42,500.0,500.0,0.5,0.5,200
Constant(1),TfT,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),SuspiciousTfT,AllC,42,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,AllD,42,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,Random,42,423.0,423.0,0.445,0.445,200
Constant(1),SuspiciousTfT,TfT,42,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,SuspiciousTfT,42,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,TFT2,42,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,Grim,42,203.0,203.0,0.005,0.005,200
Constant(1),SuspiciousTfT,GenerousTfT,42,599.0,594.0,0.98,0.985,200
Constant(1),SuspiciousTfT,ContriteTfT,42,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,Pavlov,42,401.0,401.0,0.335,0.335,200
Constant(1),TFT2,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,AllD,42,198.0,208.0,0.01,0.0,200
Constant(1),TFT2,Random,42,353.0,588.0,0.68,0.445,200
Constant(1),TFT2,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,SuspiciousTfT,42,597.0,602.0,1.0,0.995,200
Constant(1),TFT2,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,AllD,42,199.0,204.0,0.005,0.0,200
Constant(1),Grim,Random,42,555.0,115.0,0.005,0.445,200
Constant(1),Grim,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,SuspiciousTfT,42,203.0,203.0,0.005,0.005,200
Constant(1),Grim,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Grim,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,AllD,42,178.0,288.0,0.11,0.0,200
Constant(1),GenerousTfT,Random,42,402.0,482.0,0.525,0.445,200
Constant(1),GenerousTfT,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,SuspiciousTfT,42,594.0,599.0,0.985,0.98,200
Constant(1),GenerousTfT,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),GenerousTfT,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,AllD,42,199.0,204.0,0.005,0.0,200
Constant(1),ContriteTfT,Random,42,422.0,427.0,0.45,0.445,200
Constant(1),ContriteTfT,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,SuspiciousTfT,42,500.0,500.0,0.5,0.5,200
Constant(1),ContriteTfT,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),ContriteTfT,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllC,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,AllD,42,100.0,600.0,0.5,0.0,200
Constant(1),Pavlov,Random,42,418.0,458.0,0.485,0.445,200
Constant(1),Pavlov,TfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,SuspiciousTfT,42,401.0,401.0,0.335,0.335,200
Constant(1),Pavlov,TFT2,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Grim,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,GenerousTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,ContriteTfT,42,600.0,600.0,1.0,1.0,200
Constant(1),Pavlov,Pavlov,42,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllC,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,AllD,43,0.0,1000.0,1.0,0.0,200
Constant(1),AllC,Random,43,267.0,822.0,1.0,0.445,200
Constant(1),AllC,TfT,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,SuspiciousTfT,43,597.0,602.0,1.0,0.995,200
Constant(1),AllC,TFT2,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Grim,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,GenerousTfT,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,ContriteTfT,43,600.0,600.0,1.0,1.0,200
Constant(1),AllC,Pavlov,43,600.0,600.0,1.0,1.0,200
Constant(1),AllD,AllC,43,1000.0,0.0,0.0,1.0,200
Constant(1),AllD,AllD,43,200.0,200.0,0.0,0.0,200
Constant(1),AllD,Random,43,556.0,111.0,0.0,0.445,200
Constant(1),AllD,TfT,43,204.0,199.0,0.0,0.005,200
Constant(1),AllD,SuspiciousTfT,43,200.0,200.0,0.0,0.0,200
Constant(1),AllD,TFT2,43,208.0,198.0,0.0,0.01,200
Constant(1),AllD,Grim,43,204.0,199.0,0.0,0.005,200
Constant(1),AllD,GenerousTfT,43,288.0,178.0,0.0,0.11,200
Constant(1),AllD,ContriteTfT,43,204.0,199.0,0.0,0.005,200
Constant(1),AllD,Pavlov,43,600.0,100.0,0.0,0.5,200
Constant(1),Random,AllC,43,822.0,267.0,0.445,1.0,200
Constant(1),Random,AllD,43,111.0,556.0,0.445,0.0,200
Constant(1),Random,Random,43,378.0,378.0,0.445,0.445,200
Constant(1),Random,TfT,43,427.0,422.0,0.445,0.45,200
Constant(1),Random,SuspiciousTfT,43,423.0,423.0,0.445,0.445,200
Constant(1),Random,TFT2,43,588.0,353.0,0.445,0.68,200
Constant(1),Random,Grim,43,115.0,555.0,0.445,0.005,200
Constant(1),Random,GenerousTfT,43,482.0,402.0,0.445,0.525,200
Constant(1),Random,ContriteTfT,43,427.0,422.0,0.445,0.45,200
Constant(1),Random,Pavlov,43,458.0,418.0,0.445,0.485,200
Constant(1),TfT,AllC,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,AllD,43,199.0,204.0,0.005,0.0,200
Constant(1),TfT,Random,43,422.0,427.0,0.45,0.445,200
Constant(1),TfT,TfT,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,SuspiciousTfT,43,500.0,500.0,0.5,0.5,200
Constant(1),TfT,TFT2,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Grim,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,GenerousTfT,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,ContriteTfT,43,600.0,600.0,1.0,1.0,200
Constant(1),TfT,Pavlov,43,600.0,600.0,1.0,1.0,200
Constant(1),SuspiciousTfT,AllC,43,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,AllD,43,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,Random,43,423.0,423.0,0.445,0.445,200
Constant(1),SuspiciousTfT,TfT,43,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,SuspiciousTfT,43,200.0,200.0,0.0,0.0,200
Constant(1),SuspiciousTfT,TFT2,43,602.0,597.0,0.995,1.0,200
Constant(1),SuspiciousTfT,Grim,43,203.0,203.0,0.005,0.005,200
Constant(1),SuspiciousTfT,GenerousTfT,43,599.0,594.0,0.98,0.985,200
Constant(1),SuspiciousTfT,ContriteTfT,43,500.0,500.0,0.5,0.5,200
Constant(1),SuspiciousTfT,Pavlov,43,401.0,401.0,0.335,0.335,200
Constant(1),TFT2,AllC,43,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,AllD,43,198.0,208.0,0.01,0.0,200
Constant(1),TFT2,Random,43,353.0,588.0,0.68,0.445,200
Constant(1),TFT2,TfT,43,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,SuspiciousTfT,43,597.0,602.0,1.0,0.995,200
Constant(1),TFT2,TFT2,43,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,Grim,43,600.0,600.0,1.0,1.0,200
Constant(1),TFT2,GenerousTfT,43,600.0,600.0,1.0,1.0,200
